Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
4387668,12,2.5,6855,Jamshedpur,Fully furnished,4214209
3715638,12,2.5,23594,Jamshedpur,Semi-furnished,3560292
3811181,12,2.5,93410,Jamshedpur,Unfurnished,3606500
3745121,13,2.5,69562,Jamshedpur,Fully furnished,3816828
4194721,13,2.5,48689,Jamshedpur,Semi-furnished,3932604
3943265,13,2.5,49462,Jamshedpur,Unfurnished,3563198
3486848,14,2.5,99002,Jamshedpur,Fully furnished,3636309
4342530,14,2.5,40750,Jamshedpur,Semi-furnished,3978473
4045080,14,2.5,59327,Jamshedpur,Unfurnished,3613280
3856602,15,2.5,3798,Jamshedpur,Fully furnished,3656873
4317874,15,2.5,90604,Jamshedpur,Semi-furnished,4018413
3830255,15,2.5,31867,Jamshedpur,Unfurnished,3338601
4587594,0,3,67058,Jamshedpur,Fully furnished,5074099
4561088,0,3,87881,Jamshedpur,Semi-furnished,4919765
4169856,0,3,64321,Jamshedpur,Unfurnished,4390597
4833808,1,3,31750,Jamshedpur,Fully furnished,5160544
4125212,1,3,581,Jamshedpur,Semi-furnished,4373439
4364191,1,3,89904,Jamshedpur,Unfurnished,4571574
4680709,2,3,15063,Jamshedpur,Fully furnished,4982477
4202080,2,3,39039,Jamshedpur,Semi-furnished,4491467
4486323,2,3,11829,Jamshedpur,Unfurnished,4467629
4099892,3,3,44893,Jamshedpur,Fully furnished,4579683
4208711,3,3,30047,Jamshedpur,Semi-furnished,4449724
4164899,3,3,26014,Jamshedpur,Unfurnished,4227554
4618654,4,3,88192,Jamshedpur,Fully furnished,5040199
4230842,4,3,85774,Jamshedpur,Semi-furnished,4560143
4241567,4,3,39275,Jamshedpur,Unfurnished,4285996
4411639,5,3,55424,Jamshedpur,Fully furnished,4779778
4086176,5,3,56718,Jamshedpur,Semi-furnished,4355273
4371165,5,3,82829,Jamshedpur,Unfurnished,4449309
4205133,6,3,42561,Jamshedpur,Fully furnished,4561535
4955691,6,3,19979,Jamshedpur,Semi-furnished,4902279
4889166,6,3,23221,Jamshedpur,Unfurnished,4678852
4728764,7,3,23931,Jamshedpur,Fully furnished,4883509
4298050,7,3,62507,Jamshedpur,Semi-furnished,4461033
4084599,7,3,21181,Jamshedpur,Unfurnished,4027893
4772957,8,3,77893,Jamshedpur,Fully furnished,4998812
4886021,8,3,45309,Jamshedpur,Semi-furnished,4833056
4388938,8,3,28841,Jamshedpur,Unfurnished,4239043
4505136,9,3,84152,Jamshedpur,Fully furnished,4770038
4083114,9,3,649,Jamshedpur,Semi-furnished,4085594
4228242,9,3,27414,Jamshedpur,Unfurnished,4074775
4587594,10,3,67058,Jamshedpur,Fully furnished,4754099
4561088,10,3,87881,Jamshedpur,Semi-furnished,4599765
4169856,10,3,64321,Jamshedpur,Unfurnished,4070597
4833808,11,3,31750,Jamshedpur,Fully furnished,4820544
4125212,11,3,581,Jamshedpur,Semi-furnished,4033439
4364191,11,3,89904,Jamshedpur,Unfurnished,4231574
4680709,12,3,15063,Jamshedpur,Fully furnished,4622477
4202080,12,3,39039,Jamshedpur,Semi-furnished,4131467
4486323,12,3,11829,Jamshedpur,Unfurnished,4107629
4099892,13,3,44893,Jamshedpur,Fully furnished,4199683
4208711,13,3,30047,Jamshedpur,Semi-furnished,4069724
4164899,13,3,26014,Jamshedpur,Unfurnished,3847554
4618654,14,3,88192,Jamshedpur,Fully furnished,4640199
4230842,14,3,85774,Jamshedpur,Semi-furnished,4160143
4241567,14,3,39275,Jamshedpur,Unfurnished,3885996
4411639,15,3,55424,Jamshedpur,Fully furnished,4359778
4086176,15,3,56718,Jamshedpur,Semi-furnished,3935273
4371165,15,3,82829,Jamshedpur,Unfurnished,4029309
4683724,0,3.5,17484,Jamshedpur,Fully furnished,5220595
4986021,0,3.5,53223,Jamshedpur,Semi-furnished,5348967
4814672,0,3.5,33201,Jamshedpur,Unfurnished,4994693
5385091,1,3.5,14781,Jamshedpur,Fully furnished,5724687
5023328,1,3.5,27074,Jamshedpur,Semi-furnished,5296792
4737338,1,3.5,50148,Jamshedpur,Unfurnished,4950202
4681431,2,3.5,96134,Jamshedpur,Fully furnished,5343882
4757539,2,3.5,19765,Jamshedpur,Semi-furnished,5053713
4960677,2,3.5,7391,Jamshedpur,Unfurnished,5000875
4966530,3,3.5,36669,Jamshedpur,Fully furnished,5402735
4718024,3,3.5,73518,Jamshedpur,Semi-furnished,5114938
5112471,3,3.5,51424,Jamshedpur,Unfurnished,5186111
4658078,4,3.5,86784,Jamshedpur,Fully furnished,5249564
5396015,4,3.5,99419,Jamshedpur,Semi-furnished,5658193
4674557,4,3.5,75885,Jamshedpur,Unfurnished,4878110
5473729,5,3.5,1515,Jamshedpur,Fully furnished,5650867
4743073,5,3.5,46765,Jamshedpur,Semi-furnished,5015118
4687591,5,3.5,87200,Jamshedpur,Unfurnished,4881909
4783226,6,3.5,48061,Jamshedpur,Fully furnished,5195486
4644933,6,3.5,3656,Jamshedpur,Semi-furnished,4812692
4703770,6,3.5,73016,Jamshedpur,Unfurnished,4830000
5559345,7,3.5,91847,Jamshedpur,Fully furnished,5846666
4790761,7,3.5,43525,Jamshedpur,Semi-furnished,4976233
4988321,7,3.5,70790,Jamshedpur,Unfurnished,5006362
5289773,8,3.5,23310,Jamshedpur,Fully furnished,5454009
4809479,8,3.5,42628,Jamshedpur,Semi-furnished,4951486
5143541,8,3.5,78085,Jamshedpur,Unfurnished,5103378
5333314,9,3.5,79301,Jamshedpur,Fully furnished,5571281
5328325,9,3.5,31959,Jamshedpur,Semi-furnished,5283337
5066554,9,3.5,83251,Jamshedpur,Unfurnished,5017233
4683724,10,3.5,17484,Jamshedpur,Fully furnished,4900595
4986021,10,3.5,53223,Jamshedpur,Semi-furnished,5028967
4814672,10,3.5,33201,Jamshedpur,Unfurnished,4674693
5385091,11,3.5,14781,Jamshedpur,Fully furnished,5384687
5023328,11,3.5,27074,Jamshedpur,Semi-furnished,4956792
4737338,11,3.5,50148,Jamshedpur,Unfurnished,4610202
4681431,12,3.5,96134,Jamshedpur,Fully furnished,4983882
4757539,12,3.5,19765,Jamshedpur,Semi-furnished,4693713
4960677,12,3.5,7391,Jamshedpur,Unfurnished,4640875
4966530,13,3.5,36669,Jamshedpur,Fully furnished,5022735
4718024,13,3.5,73518,Jamshedpur,Semi-furnished,4734938
5112471,13,3.5,51424,Jamshedpur,Unfurnished,4806111
4658078,14,3.5,86784,Jamshedpur,Fully furnished,4849564
5396015,14,3.5,99419,Jamshedpur,Semi-furnished,5258193
4674557,14,3.5,75885,Jamshedpur,Unfurnished,4478110
5473729,15,3.5,1515,Jamshedpur,Fully furnished,5230867
4743073,15,3.5,46765,Jamshedpur,Semi-furnished,4595118
4687591,15,3.5,87200,Jamshedpur,Unfurnished,4461909
5803205,0,4,1702,Jamshedpur,Fully furnished,6234180
6155479,0,4,85799,Jamshedpur,Semi-furnished,6506922
6073181,0,4,47942,Jamshedpur,Unfurnished,6181090
5233035,1,4,77782,Jamshedpur,Fully furnished,5945227
5376181,1,4,45194,Jamshedpur,Semi-furnished,5802324
6059960,1,4,52123,Jamshedpur,Unfurnished,6157240
6198524,2,4,57725,Jamshedpur,Fully furnished,6609873
6077513,2,4,26488,Jamshedpur,Semi-furnished,6269183
5823894,2,4,36433,Jamshedpur,Unfurnished,5918312
5694609,3,4,26361,Jamshedpur,Fully furnished,6130897
5877097,3,4,62636,Jamshedpur,Semi-furnished,6169393
5940571,3,4,79950,Jamshedpur,Unfurnished,6075724
6095420,4,4,78676,Jamshedpur,Fully furnished,6521606
5549127,4,4,89611,Jamshedpur,Semi-furnished,5950481
6098694,4,4,22005,Jamshedpur,Unfurnished,6039418
6161336,5,4,92441,Jamshedpur,Fully furnished,6570986
5841074,5,4,85623,Jamshedpur,Semi-furnished,6132587
5809074,5,4,11141,Jamshedpur,Unfurnished,5764406
5266206,6,4,57409,Jamshedpur,Fully furnished,5780616
5564356,6,4,99162,Jamshedpur,Semi-furnished,5919067
6187875,6,4,50107,Jamshedpur,Unfurnished,6105020
5314542,7,4,24689,Jamshedpur,Fully furnished,5710368
5410677,7,4,3131,Jamshedpur,Semi-furnished,5556003
5516598,7,4,8132,Jamshedpur,Unfurnished,5467505
5868787,8,4,4456,Jamshedpur,Fully furnished,6050081
5336104,8,4,62309,Jamshedpur,Semi-furnished,5592519
5450727,8,4,27895,Jamshedpur,Unfurnished,5423922
6158198,9,4,43625,Jamshedpur,Fully furnished,6317205
5401509,9,4,20458,Jamshedpur,Semi-furnished,5511154
6003753,9,4,49907,Jamshedpur,Unfurnished,5853648
5803205,10,4,1702,Jamshedpur,Fully furnished,5914180
6155479,10,4,85799,Jamshedpur,Semi-furnished,6186922
6073181,10,4,47942,Jamshedpur,Unfurnished,5861090
5233035,11,4,77782,Jamshedpur,Fully furnished,5605227
5376181,11,4,45194,Jamshedpur,Semi-furnished,5462324
6059960,11,4,52123,Jamshedpur,Unfurnished,5817240
6198524,12,4,57725,Jamshedpur,Fully furnished,6249873
6077513,12,4,26488,Jamshedpur,Semi-furnished,5909183
5823894,12,4,36433,Jamshedpur,Unfurnished,5558312
5694609,13,4,26361,Jamshedpur,Fully furnished,5750897
5877097,13,4,62636,Jamshedpur,Semi-furnished,5789393
5940571,13,4,79950,Jamshedpur,Unfurnished,5695724
6095420,14,4,78676,Jamshedpur,Fully furnished,6121606
5549127,14,4,89611,Jamshedpur,Semi-furnished,5550481
6098694,14,4,22005,Jamshedpur,Unfurnished,5639418
6161336,15,4,92441,Jamshedpur,Fully furnished,6150986
5841074,15,4,85623,Jamshedpur,Semi-furnished,5712587
5809074,15,4,11141,Jamshedpur,Unfurnished,5344406
5974940,0,4.5,73951,Jamshedpur,Fully furnished,6736147
6524409,0,4.5,66251,Jamshedpur,Semi-furnished,6956803
6535293,0,4.5,40880,Jamshedpur,Unfurnished,6729259
5878823,1,4.5,3094,Jamshedpur,Fully furnished,6484212
6543656,1,4.5,82361,Jamshedpur,Semi-furnished,6983873
5907137,1,4.5,70577,Jamshedpur,Unfurnished,6294194
6521965,2,4.5,26737,Jamshedpur,Fully furnished,7000015
6578349,2,4.5,79271,Jamshedpur,Semi-furnished,6978441
6766136,2,4.5,86715,Jamshedpur,Unfurnished,6957536
6307764,3,4.5,98197,Jamshedpur,Fully furnished,6967434
6439543,3,4.5,38479,Jamshedpur,Semi-furnished,6756206
6183112,3,4.5,96839,Jamshedpur,Unfurnished,6509711
5907452,4,4.5,54892,Jamshedpur,Fully furnished,6538926
6564486,4,4.5,59303,Jamshedpur,Semi-furnished,6867976
6240939,4,4.5,79052,Jamshedpur,Unfurnished,6485528
6189118,5,4.5,15461,Jamshedpur,Fully furnished,6635244
6603464,5,4.5,63691,Jamshedpur,Semi-furnished,6876253
6513415,5,4.5,3851,Jamshedpur,Unfurnished,6496168
6302825,6,4.5,76982,Jamshedpur,Fully furnished,6824007
6085007,6,4.5,56703,Jamshedpur,Semi-furnished,6433852
5977218,6,4.5,99887,Jamshedpur,Unfurnished,6266937
6791033,7,4.5,4271,Jamshedpur,Fully furnished,7000081
6776724,7,4.5,89578,Jamshedpur,Semi-furnished,6996882
5931441,7,4.5,4018,Jamshedpur,Unfurnished,5986235
5817639,8,4.5,29588,Jamshedpur,Fully furnished,6278999
6252217,8,4.5,56265,Jamshedpur,Semi-furnished,6487968
6639706,8,4.5,47660,Jamshedpur,Unfurnished,6583529
6435448,9,4.5,94560,Jamshedpur,Fully furnished,6852472
5844433,9,4.5,65243,Jamshedpur,Semi-furnished,6158804
6772030,9,4.5,40343,Jamshedpur,Unfurnished,6628997
5974940,10,4.5,73951,Jamshedpur,Fully furnished,6416147
6524409,10,4.5,66251,Jamshedpur,Semi-furnished,6636803
6535293,10,4.5,40880,Jamshedpur,Unfurnished,6409259
5878823,11,4.5,3094,Jamshedpur,Fully furnished,6144212
6543656,11,4.5,82361,Jamshedpur,Semi-furnished,6643873
5907137,11,4.5,70577,Jamshedpur,Unfurnished,5954194
6521965,12,4.5,26737,Jamshedpur,Fully furnished,6640015
6578349,12,4.5,79271,Jamshedpur,Semi-furnished,6618441
6766136,12,4.5,86715,Jamshedpur,Unfurnished,6597536
6307764,13,4.5,98197,Jamshedpur,Fully furnished,6587434
6439543,13,4.5,38479,Jamshedpur,Semi-furnished,6376206
6183112,13,4.5,96839,Jamshedpur,Unfurnished,6129711
5907452,14,4.5,54892,Jamshedpur,Fully furnished,6138926
6564486,14,4.5,59303,Jamshedpur,Semi-furnished,6467976
6240939,14,4.5,79052,Jamshedpur,Unfurnished,6085528
6189118,15,4.5,15461,Jamshedpur,Fully furnished,6215244
6603464,15,4.5,63691,Jamshedpur,Semi-furnished,6456253
6513415,15,4.5,3851,Jamshedpur,Unfurnished,6076168
7430416,0,5,16293,Jamshedpur,Fully furnished,7942961
6920264,0,5,35085,Jamshedpur,Semi-furnished,7416588
7580380,0,5,92052,Jamshedpur,Unfurnished,7863603
6962077,1,5,56121,Jamshedpur,Fully furnished,7651645
6973260,1,5,83218,Jamshedpur,Semi-furnished,7539757
7618487,1,5,77932,Jamshedpur,Unfurnished,7838501
7238738,2,5,34350,Jamshedpur,Fully furnished,7789011
7150053,2,5,66364,Jamshedpur,Semi-furnished,7612041
7382161,2,5,74102,Jamshedpur,Unfurnished,7625467
7222641,3,5,57540,Jamshedpur,Fully furnished,7800795
7561844,3,5,49314,Jamshedpur,Semi-furnished,7860492
7317085,3,5,63086,Jamshedpur,Unfurnished,7524774
7249576,4,5,15430,Jamshedpur,Fully furnished,7699624
7482087,4,5,30434,Jamshedpur,Semi-furnished,7729341
7403597,4,5,14157,Jamshedpur,Unfurnished,7453879
7601158,5,5,36831,Jamshedpur,Fully furnished,7982908
7631320,5,5,73561,Jamshedpur,Semi-furnished,7906637
7418624,5,5,15841,Jamshedpur,Unfurnished,7438004
7098157,6,5,83927,Jamshedpur,Fully furnished,7671239
7577804,6,5,57019,Jamshedpur,Semi-furnished,7796573
7624095,6,5,70787,Jamshedpur,Unfurnished,7682044
7179901,7,5,25520,Jamshedpur,Fully furnished,7569869
7860102,7,5,41804,Jamshedpur,Semi-furnished,7942646
7693113,7,5,74225,Jamshedpur,Unfurnished,7707061
7283152,8,5,17620,Jamshedpur,Fully furnished,7593960
7751131,8,5,73744,Jamshedpur,Semi-furnished,7893096
7827232,8,5,40082,Jamshedpur,Unfurnished,7696877
7637813,9,5,77834,Jamshedpur,Fully furnished,7956973
7439054,9,5,38184,Jamshedpur,Semi-furnished,7538686
7594511,9,5,85613,Jamshedpur,Unfurnished,7581177
7430416,10,5,16293,Jamshedpur,Fully furnished,7622961
6920264,10,5,35085,Jamshedpur,Semi-furnished,7096588
7580380,10,5,92052,Jamshedpur,Unfurnished,7543603
6962077,11,5,56121,Jamshedpur,Fully furnished,7311645
6973260,11,5,83218,Jamshedpur,Semi-furnished,7199757
7618487,11,5,77932,Jamshedpur,Unfurnished,7498501
7238738,12,5,34350,Jamshedpur,Fully furnished,7429011
7150053,12,5,66364,Jamshedpur,Semi-furnished,7252041
7382161,12,5,74102,Jamshedpur,Unfurnished,7265467
7222641,13,5,57540,Jamshedpur,Fully furnished,7420795
7561844,13,5,49314,Jamshedpur,Semi-furnished,7480492
7317085,13,5,63086,Jamshedpur,Unfurnished,7144774
7249576,14,5,15430,Jamshedpur,Fully furnished,7299624
7482087,14,5,30434,Jamshedpur,Semi-furnished,7329341
7403597,14,5,14157,Jamshedpur,Unfurnished,7053879
7601158,15,5,36831,Jamshedpur,Fully furnished,7562908
7631320,15,5,73561,Jamshedpur,Semi-furnished,7486637
7418624,15,5,15841,Jamshedpur,Unfurnished,7018004
1620383,0,1,46958,Visakhapatnam,Fully furnished,2604799
2479088,0,1,86282,Visakhapatnam,Semi-furnished,3163927
1589434,0,1,25538,Visakhapatnam,Unfurnished,2174153
2312412,1,1,91591,Visakhapatnam,Fully furnished,3205933
2203804,1,1,68575,Visakhapatnam,Semi-furnished,2892756
2399979,1,1,27445,Visakhapatnam,Unfurnished,2771363
1560753,2,1,94873,Visakhapatnam,Fully furnished,2616893
2377923,2,1,83846,Visakhapatnam,Semi-furnished,3033683
2082531,2,1,50130,Visakhapatnam,Unfurnished,2555010
2387251,3,1,59474,Visakhapatnam,Fully furnished,3140154
2446037,3,1,19034,Visakhapatnam,Semi-furnished,2915863
1923344,3,1,70589,Visakhapatnam,Unfurnished,2452037
2072542,4,1,64981,Visakhapatnam,Fully furnished,2884090
1750287,4,1,92043,Visakhapatnam,Semi-furnished,2518713
2480423,4,1,61180,Visakhapatnam,Unfurnished,2825717
1794731,5,1,85324,Visakhapatnam,Fully furnished,2686708
2113073,5,1,66177,Visakhapatnam,Semi-furnished,2706525
1576109,5,1,3969,Visakhapatnam,Unfurnished,1981575
1541826,6,1,95513,Visakhapatnam,Fully furnished,2483916
1887248,6,1,62733,Visakhapatnam,Semi-furnished,2494321
1610301,6,1,82234,Visakhapatnam,Unfurnished,2146744
1523445,7,1,85897,Visakhapatnam,Fully furnished,2413792
2437381,7,1,90212,Visakhapatnam,Semi-furnished,2937876
2269883,7,1,75864,Visakhapatnam,Unfurnished,2599012
1962224,8,1,36537,Visakhapatnam,Fully furnished,2601672
1997811,8,1,13136,Visakhapatnam,Semi-furnished,2397236
2056991,8,1,4732,Visakhapatnam,Unfurnished,2243724
1568129,9,1,29384,Visakhapatnam,Fully furnished,2247423
1966177,9,1,44481,Visakhapatnam,Semi-furnished,2403153
1839182,9,1,44142,Visakhapatnam,Unfurnished,2125891
1620383,10,1,46958,Visakhapatnam,Fully furnished,2284799
2479088,10,1,86282,Visakhapatnam,Semi-furnished,2843927
1589434,10,1,25538,Visakhapatnam,Unfurnished,1854153
2312412,11,1,91591,Visakhapatnam,Fully furnished,2865933
2203804,11,1,68575,Visakhapatnam,Semi-furnished,2552756
2399979,11,1,27445,Visakhapatnam,Unfurnished,2431363
1560753,12,1,94873,Visakhapatnam,Fully furnished,2256893
2377923,12,1,83846,Visakhapatnam,Semi-furnished,2673683
2082531,12,1,50130,Visakhapatnam,Unfurnished,2195010
2387251,13,1,59474,Visakhapatnam,Fully furnished,2760154
2446037,13,1,19034,Visakhapatnam,Semi-furnished,2535863
1923344,13,1,70589,Visakhapatnam,Unfurnished,2072037
2072542,14,1,64981,Visakhapatnam,Fully furnished,2484090
1750287,14,1,92043,Visakhapatnam,Semi-furnished,2118713
2480423,14,1,61180,Visakhapatnam,Unfurnished,2425717
1794731,15,1,85324,Visakhapatnam,Fully furnished,2266708
2113073,15,1,66177,Visakhapatnam,Semi-furnished,2286525
1576109,15,1,3969,Visakhapatnam,Unfurnished,1561575
2393566,0,1.5,94155,Visakhapatnam,Fully furnished,3418751
2948016,0,1.5,76574,Visakhapatnam,Semi-furnished,3621455
2551127,0,1.5,53169,Visakhapatnam,Unfurnished,3088328
2271065,1,1.5,42381,Visakhapatnam,Fully furnished,3188748
3039100,1,1.5,52315,Visakhapatnam,Semi-furnished,3614309
2989261,1,1.5,37423,Visakhapatnam,Unfurnished,3363669
2339274,2,1.5,36125,Visakhapatnam,Fully furnished,3201823
2840315,2,1.5,41117,Visakhapatnam,Semi-furnished,3413597
2485386,2,1.5,92389,Visakhapatnam,Unfurnished,3076649
3083114,3,1.5,21892,Visakhapatnam,Fully furnished,3708829
3084272,3,1.5,53835,Visakhapatnam,Semi-furnished,3599984
2426068,3,1.5,43034,Visakhapatnam,Unfurnished,2895986
2607202,4,1.5,30014,Visakhapatnam,Fully furnished,3336004
3158186,4,1.5,19794,Visakhapatnam,Semi-furnished,3552268
2330961,4,1.5,13857,Visakhapatnam,Unfurnished,2730516
2671959,5,1.5,90057,Visakhapatnam,Fully furnished,3486314
3073909,5,1.5,76863,Visakhapatnam,Semi-furnished,3582769
2812083,5,1.5,46682,Visakhapatnam,Unfurnished,3137383
2963429,6,1.5,24534,Visakhapatnam,Fully furnished,3530681
2876367,6,1.5,79505,Visakhapatnam,Semi-furnished,3405450
2853959,6,1.5,30847,Visakhapatnam,Unfurnished,3101372
2748505,7,1.5,29802,Visakhapatnam,Fully furnished,3343928
2545635,7,1.5,6989,Visakhapatnam,Semi-furnished,2959558
2545657,7,1.5,29231,Visakhapatnam,Unfurnished,2828508
2408952,8,1.5,80837,Visakhapatnam,Fully furnished,3161145
2666493,8,1.5,92815,Visakhapatnam,Semi-furnished,3203228
2522734,8,1.5,50347,Visakhapatnam,Unfurnished,2820541
3022585,9,1.5,68986,Visakhapatnam,Fully furnished,3562434
2522762,9,1.5,22624,Visakhapatnam,Semi-furnished,2900572
2398340,9,1.5,10271,Visakhapatnam,Unfurnished,2598835
2393566,10,1.5,94155,Visakhapatnam,Fully furnished,3098751
2948016,10,1.5,76574,Visakhapatnam,Semi-furnished,3301455
2551127,10,1.5,53169,Visakhapatnam,Unfurnished,2768328
2271065,11,1.5,42381,Visakhapatnam,Fully furnished,2848748
3039100,11,1.5,52315,Visakhapatnam,Semi-furnished,3274309
2989261,11,1.5,37423,Visakhapatnam,Unfurnished,3023669
2339274,12,1.5,36125,Visakhapatnam,Fully furnished,2841823
2840315,12,1.5,41117,Visakhapatnam,Semi-furnished,3053597
2485386,12,1.5,92389,Visakhapatnam,Unfurnished,2716649
3083114,13,1.5,21892,Visakhapatnam,Fully furnished,3328829
3084272,13,1.5,53835,Visakhapatnam,Semi-furnished,3219984
2426068,13,1.5,43034,Visakhapatnam,Unfurnished,2515986
2607202,14,1.5,30014,Visakhapatnam,Fully furnished,2936004
3158186,14,1.5,19794,Visakhapatnam,Semi-furnished,3152268
2330961,14,1.5,13857,Visakhapatnam,Unfurnished,2330516
2671959,15,1.5,90057,Visakhapatnam,Fully furnished,3066314
3073909,15,1.5,76863,Visakhapatnam,Semi-furnished,3162769
2812083,15,1.5,46682,Visakhapatnam,Unfurnished,2717383
3742730,0,2,37765,Visakhapatnam,Fully furnished,4457558
3219849,0,2,54259,Visakhapatnam,Semi-furnished,3916455
2988851,0,2,90362,Visakhapatnam,Unfurnished,3640323
3056055,1,2,76279,Visakhapatnam,Fully furnished,3997416
3300981,1,2,90842,Visakhapatnam,Semi-furnished,4035598
3525061,1,2,5126,Visakhapatnam,Unfurnished,3837324
3665448,2,2,17935,Visakhapatnam,Fully furnished,4307197
3104593,2,2,2486,Visakhapatnam,Semi-furnished,3666960
3299130,2,2,95187,Visakhapatnam,Unfurnished,3838750
3278571,3,2,69830,Visakhapatnam,Fully furnished,4100340
3350799,3,2,1397,Visakhapatnam,Semi-furnished,3824681
3027688,3,2,15671,Visakhapatnam,Unfurnished,3430519
3384604,4,2,50349,Visakhapatnam,Fully furnished,4109067
3068911,4,2,76739,Visakhapatnam,Semi-furnished,3747198
2907718,4,2,31889,Visakhapatnam,Unfurnished,3346021
3078800,5,2,54352,Visakhapatnam,Fully furnished,3854462
3283942,5,2,89218,Visakhapatnam,Semi-furnished,3907076
3180635,5,2,78018,Visakhapatnam,Unfurnished,3623922
3404562,6,2,11844,Visakhapatnam,Fully furnished,3975524
3498167,6,2,64399,Visakhapatnam,Semi-furnished,3982285
2831328,6,2,28604,Visakhapatnam,Unfurnished,3216738
3592681,7,2,71772,Visakhapatnam,Fully furnished,4215336
3287508,7,2,8529,Visakhapatnam,Semi-furnished,3664270
3666914,7,2,8573,Visakhapatnam,Unfurnished,3772715
3598734,8,2,23540,Visakhapatnam,Fully furnished,4076826
3716814,8,2,52995,Visakhapatnam,Semi-furnished,4051368
3011114,8,2,65004,Visakhapatnam,Unfurnished,3361455
3663319,9,2,51205,Visakhapatnam,Fully furnished,4147773
3342190,9,2,99922,Visakhapatnam,Semi-furnished,3830893
3383170,9,2,84674,Visakhapatnam,Unfurnished,3648492
3742730,10,2,37765,Visakhapatnam,Fully furnished,4137558
3219849,10,2,54259,Visakhapatnam,Semi-furnished,3596455
2988851,10,2,90362,Visakhapatnam,Unfurnished,3320323
3056055,11,2,76279,Visakhapatnam,Fully furnished,3657416
3300981,11,2,90842,Visakhapatnam,Semi-furnished,3695598
3525061,11,2,5126,Visakhapatnam,Unfurnished,3497324
3665448,12,2,17935,Visakhapatnam,Fully furnished,3947197
3104593,12,2,2486,Visakhapatnam,Semi-furnished,3306960
3299130,12,2,95187,Visakhapatnam,Unfurnished,3478750
3278571,13,2,69830,Visakhapatnam,Fully furnished,3720340
3350799,13,2,1397,Visakhapatnam,Semi-furnished,3444681
3027688,13,2,15671,Visakhapatnam,Unfurnished,3050519
3384604,14,2,50349,Visakhapatnam,Fully furnished,3709067
3068911,14,2,76739,Visakhapatnam,Semi-furnished,3347198
2907718,14,2,31889,Visakhapatnam,Unfurnished,2946021
3078800,15,2,54352,Visakhapatnam,Fully furnished,3434462
3283942,15,2,89218,Visakhapatnam,Semi-furnished,3487076
3180635,15,2,78018,Visakhapatnam,Unfurnished,3203922
4008805,0,2.5,99803,Visakhapatnam,Fully furnished,4948758
3999262,0,2.5,16468,Visakhapatnam,Semi-furnished,4578169
3742072,0,2.5,48995,Visakhapatnam,Unfurnished,4274264
3722423,1,2.5,11423,Visakhapatnam,Fully furnished,4513672
4151830,1,2.5,32575,Visakhapatnam,Semi-furnished,4706556
4200190,1,2.5,91946,Visakhapatnam,Unfurnished,4693926
3485550,2,2.5,42278,Visakhapatnam,Fully furnished,4376530
3534678,2,2.5,88749,Visakhapatnam,Semi-furnished,4336103
3421850,2,2.5,97850,Visakhapatnam,Unfurnished,4090376
4245867,3,2.5,34699,Visakhapatnam,Fully furnished,4910697
3430955,3,2.5,98678,Visakhapatnam,Semi-furnished,4252117
4100966,3,2.5,90086,Visakhapatnam,Unfurnished,4562423
3933831,4,2.5,39159,Visakhapatnam,Fully furnished,4654361
4396602,4,2.5,33907,Visakhapatnam,Semi-furnished,4814513
3861538,4,2.5,45093,Visakhapatnam,Unfurnished,4252473
3804889,5,2.5,8706,Visakhapatnam,Fully furnished,4458369
4378721,5,2.5,20668,Visakhapatnam,Semi-furnished,4740798
3618994,5,2.5,5991,Visakhapatnam,Unfurnished,3951116
3640980,6,2.5,75092,Visakhapatnam,Fully furnished,4446847
3993760,6,2.5,60323,Visakhapatnam,Semi-furnished,4502468
3938577,6,2.5,97815,Visakhapatnam,Unfurnished,4363012
3780638,7,2.5,42312,Visakhapatnam,Fully furnished,4445871
3839393,7,2.5,43311,Visakhapatnam,Semi-furnished,4312723
4282445,7,2.5,32619,Visakhapatnam,Unfurnished,4445920
3895232,8,2.5,46604,Visakhapatnam,Fully furnished,4505405
3655605,8,2.5,91018,Visakhapatnam,Semi-furnished,4240999
3826194,8,2.5,82379,Visakhapatnam,Unfurnished,4171641
4218584,9,2.5,5952,Visakhapatnam,Fully furnished,4622718
4387934,9,2.5,81261,Visakhapatnam,Semi-furnished,4737104
3681449,9,2.5,30096,Visakhapatnam,Unfurnished,3907612
4008805,10,2.5,99803,Visakhapatnam,Fully furnished,4628758
3999262,10,2.5,16468,Visakhapatnam,Semi-furnished,4258169
3742072,10,2.5,48995,Visakhapatnam,Unfurnished,3954264
3722423,11,2.5,11423,Visakhapatnam,Fully furnished,4173672
4151830,11,2.5,32575,Visakhapatnam,Semi-furnished,4366556
4200190,11,2.5,91946,Visakhapatnam,Unfurnished,4353926
3485550,12,2.5,42278,Visakhapatnam,Fully furnished,4016530
3534678,12,2.5,88749,Visakhapatnam,Semi-furnished,3976103
3421850,12,2.5,97850,Visakhapatnam,Unfurnished,3730376
4245867,13,2.5,34699,Visakhapatnam,Fully furnished,4530697
3430955,13,2.5,98678,Visakhapatnam,Semi-furnished,3872117
4100966,13,2.5,90086,Visakhapatnam,Unfurnished,4182423
3933831,14,2.5,39159,Visakhapatnam,Fully furnished,4254361
4396602,14,2.5,33907,Visakhapatnam,Semi-furnished,4414513
