Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
4714389,1,3.0,36298,Chennai,Fully furnished,4429299
4076872,1,3.0,66717,Chennai,Semi-furnished,3951800
4645341,1,3.0,8520,Chennai,Unfurnished,3907393
4815173,2,3.0,37995,Chennai,Fully furnished,4510108
4829702,2,3.0,64961,Chennai,Semi-furnished,4533528
4980139,2,3.0,13920,Chennai,Unfurnished,4197631
4266420,3,3.0,91844,Chennai,Fully furnished,4384200
4741457,3,3.0,57221,Chennai,Semi-furnished,4406492
4544890,3,3.0,81899,Chennai,Unfurnished,4247306
4899338,4,3.0,67451,Chennai,Fully furnished,4734176
4838468,4,3.0,75307,Chennai,Semi-furnished,4582616
4515625,4,3.0,97396,Chennai,Unfurnished,4306876
4314846,5,3.0,54270,Chennai,Fully furnished,4177497
4584001,5,3.0,1259,Chennai,Semi-furnished,3924755
4703233,5,3.0,92298,Chennai,Unfurnished,4416374
4998723,6,3.0,95916,Chennai,Fully furnished,4964474
4634143,6,3.0,5111,Chennai,Semi-furnished,3977980
4034798,6,3.0,65908,Chennai,Unfurnished,3713286
4264277,7,3.0,54866,Chennai,Fully furnished,4120618
4679977,7,3.0,81483,Chennai,Semi-furnished,4462880
4140505,7,3.0,26821,Chennai,Unfurnished,3553330
4890327,8,3.0,90946,Chennai,Fully furnished,4827938
4796571,8,3.0,52403,Chennai,Semi-furnished,4371675
4137302,8,3.0,79686,Chennai,Unfurnished,3857958
4163500,9,3.0,61486,Chennai,Fully furnished,4059716
4126361,9,3.0,23046,Chennai,Semi-furnished,3649365
4160090,9,3.0,67669,Chennai,Unfurnished,3794086
4780665,0,3.5,10822,Chennai,Fully furnished,4364464
5242407,0,3.5,67814,Chennai,Semi-furnished,4925810
5572139,0,3.5,3391,Chennai,Unfurnished,4653057
5264658,1,3.5,64814,Chennai,Fully furnished,5065610
4982566,1,3.5,33776,Chennai,Semi-furnished,4503709
4664603,1,3.5,11948,Chennai,Unfurnished,3968370
4941889,2,3.5,53122,Chennai,Fully furnished,4727243
4976501,2,3.5,57946,Chennai,Semi-furnished,4633877
5434143,2,3.5,44560,Chennai,Unfurnished,4769674
4626318,3,3.5,37934,Chennai,Fully furnished,4373658
5221828,3,3.5,30855,Chennai,Semi-furnished,4657592
4954119,3,3.5,5489,Chennai,Unfurnished,4141229
4798728,4,3.5,17074,Chennai,Fully furnished,4376426
4826535,4,3.5,98660,Chennai,Semi-furnished,4738188
5283933,4,3.5,92234,Chennai,Unfurnished,4915550
4632485,5,3.5,8472,Chennai,Fully furnished,4181820
4925816,5,3.5,28492,Chennai,Semi-furnished,4386605
4821257,5,3.5,8020,Chennai,Unfurnished,4030126
5090094,6,3.5,92193,Chennai,Fully furnished,5040233
5339363,6,3.5,93884,Chennai,Semi-furnished,5099794
5430048,6,3.5,54613,Chennai,Unfurnished,4786716
4828587,7,3.5,77988,Chennai,Fully furnished,4735798
4722283,7,3.5,2604,Chennai,Semi-furnished,4048450
4776181,7,3.5,29846,Chennai,Unfurnished,4105021
4668624,8,3.5,10300,Chennai,Fully furnished,4191699
4665422,8,3.5,6568,Chennai,Semi-furnished,4016746
5445003,8,3.5,41801,Chennai,Unfurnished,4701808
5118491,9,3.5,34085,Chennai,Fully furnished,4684303
5028511,9,3.5,24250,Chennai,Semi-furnished,4403309
4736511,9,3.5,32767,Chennai,Unfurnished,4070811
5212916,0,4.0,4366,Chennai,Fully furnished,4696529
5667516,0,4.0,17181,Chennai,Semi-furnished,4987099
6040600,0,4.0,40403,Chennai,Unfurnished,5274898
5581341,1,4.0,42944,Chennai,Fully furnished,5212737
6015433,1,4.0,65498,Chennai,Semi-furnished,5545334
5419975,1,4.0,13627,Chennai,Unfurnished,4607742
6013714,2,4.0,98931,Chennai,Fully furnished,5884557
5411499,2,4.0,72753,Chennai,Semi-furnished,5095717
5704255,2,4.0,43298,Chennai,Unfurnished,5003192
5968413,3,4.0,79958,Chennai,Fully furnished,5724478
6198587,3,4.0,38470,Chennai,Semi-furnished,5509690
5589591,3,4.0,12963,Chennai,Unfurnished,4719451
5649145,4,4.0,72179,Chennai,Fully furnished,5412390
5262728,4,4.0,76401,Chennai,Semi-furnished,4978588
5874037,4,4.0,90366,Chennai,Unfurnished,5401426
5412204,5,4.0,37132,Chennai,Fully furnished,5002555
5949467,5,4.0,10134,Chennai,Semi-furnished,5120378
5521844,5,4.0,49974,Chennai,Unfurnished,4867319
5460503,6,4.0,90011,Chennai,Fully furnished,5348468
5360032,6,4.0,35696,Chennai,Semi-furnished,4792202
5748461,6,4.0,79799,Chennai,Unfurnished,5217563
5214437,7,4.0,93550,Chennai,Fully furnished,5162850
5563161,7,4.0,11735,Chennai,Semi-furnished,4800939
5820295,7,4.0,35612,Chennai,Unfurnished,4999908
5837465,8,4.0,86285,Chennai,Fully furnished,5607682
6123927,8,4.0,14115,Chennai,Semi-furnished,5253832
5638177,8,4.0,32966,Chennai,Unfurnished,4828338
5490964,9,4.0,92943,Chennai,Fully furnished,5360429
5691545,9,4.0,8460,Chennai,Semi-furnished,4863996
6187442,9,4.0,27029,Chennai,Unfurnished,5222128
6740719,0,4.5,11906,Chennai,Fully furnished,5989011
6050194,0,4.5,42600,Chennai,Semi-furnished,5470755
6372122,0,4.5,96749,Chennai,Unfurnished,5903192
6347426,1,4.5,19135,Chennai,Fully furnished,5707751
6610644,1,4.5,90242,Chennai,Semi-furnished,6194967
5822537,1,4.5,49144,Chennai,Unfurnished,5167894
6216925,2,4.5,77966,Chennai,Fully furnished,5946336
6384316,2,4.5,73468,Chennai,Semi-furnished,5903261
6382717,2,4.5,61744,Chennai,Unfurnished,5681638
6438797,3,4.5,74384,Chennai,Fully furnished,6092342
5843289,3,4.5,96221,Chennai,Semi-furnished,5596957
5985132,3,4.5,21946,Chennai,Unfurnished,5114782
6185306,4,4.5,91448,Chennai,Fully furnished,5981933
6250712,4,4.5,46523,Chennai,Semi-furnished,5614708
6598366,4,4.5,54703,Chennai,Unfurnished,5791911
6541347,5,4.5,41018,Chennai,Fully furnished,5954186
6466852,5,4.5,8963,Chennai,Semi-furnished,5552260
5984785,5,4.5,27824,Chennai,Unfurnished,5129772
5816311,6,4.5,69942,Chennai,Fully furnished,5537701
6103034,6,4.5,8602,Chennai,Semi-furnished,5249039
6433628,6,4.5,40705,Chennai,Unfurnished,5556132
6172939,7,4.5,87547,Chennai,Fully furnished,5918633
5899413,7,4.5,98912,Chennai,Semi-furnished,5618002
5845756,7,4.5,34496,Chennai,Unfurnished,5038581
6532618,8,4.5,19644,Chennai,Fully furnished,5788958
6503249,8,4.5,51777,Chennai,Semi-furnished,5808261
6235867,8,4.5,77642,Chennai,Unfurnished,5599546
5992647,9,4.5,82335,Chennai,Fully furnished,5723128
6546493,9,4.5,86486,Chennai,Semi-furnished,6041110
6645565,9,4.5,90361,Chennai,Unfurnished,5993618
7288024,0,5.0,64618,Chennai,Fully furnished,6768127
7593936,0,5.0,5895,Chennai,Semi-furnished,6510519
7380545,0,5.0,44910,Chennai,Unfurnished,6423896
7031864,1,5.0,73277,Chennai,Fully furnished,6605153
7579926,1,5.0,51481,Chennai,Semi-furnished,6762827
7362461,1,5.0,19831,Chennai,Unfurnished,6248955
7891831,2,5.0,76959,Chennai,Fully furnished,7305219
7458207,2,5.0,53529,Chennai,Semi-furnished,6667740
7179376,2,5.0,84134,Chennai,Unfurnished,6478305
7847255,3,5.0,61155,Chennai,Fully furnished,7164734
7533158,3,5.0,7954,Chennai,Semi-furnished,6444250
7422712,3,5.0,14704,Chennai,Unfurnished,6246394
7440794,4,5.0,59751,Chennai,Fully furnished,6821141
7177331,4,5.0,4432,Chennai,Semi-furnished,6128457
7696500,4,5.0,65422,Chennai,Unfurnished,6759732
7375058,5,5.0,84758,Chennai,Fully furnished,6908594
7678138,5,5.0,22364,Chennai,Semi-furnished,6626694
7412062,5,5.0,44652,Chennai,Unfurnished,6397562
7243982,6,5.0,3034,Chennai,Fully furnished,6303390
7114985,6,5.0,10644,Chennai,Semi-furnished,6095852
7649959,6,5.0,43851,Chennai,Unfurnished,6573073
7493815,7,5.0,99563,Chennai,Fully furnished,7072430
7558928,7,5.0,29732,Chennai,Semi-furnished,6555534
7417185,7,5.0,38434,Chennai,Unfurnished,6344352
7038431,8,5.0,39250,Chennai,Fully furnished,6336245
7100626,8,5.0,92681,Chennai,Semi-furnished,6556587
7230268,8,5.0,57729,Chennai,Unfurnished,6300588
7014966,9,5.0,22268,Chennai,Fully furnished,6205581
7489069,9,5.0,59315,Chennai,Semi-furnished,6657145
7400857,9,5.0,55544,Chennai,Unfurnished,6413950
2273907,0,1.0,33207,Gorakhpur,Fully furnished,2368368
1671049,0,1.0,94426,Gorakhpur,Semi-furnished,2103395
2498981,0,1.0,12143,Gorakhpur,Unfurnished,2122043
1926954,1,1.0,52114,Gorakhpur,Fully furnished,2194247
1870862,1,1.0,54049,Gorakhpur,Semi-furnished,2010984
2200961,1,1.0,84938,Gorakhpur,Unfurnished,2310397
2419777,2,1.0,68803,Gorakhpur,Fully furnished,2678640
1711621,2,1.0,34045,Gorakhpur,Semi-furnished,1753567
1785579,2,1.0,50418,Gorakhpur,Unfurnished,1760971
1715993,3,1.0,5726,Gorakhpur,Fully furnished,1727150
2441830,3,1.0,38223,Gorakhpur,Semi-furnished,2352802
2285754,3,1.0,14347,Gorakhpur,Unfurnished,1934685
2418469,4,1.0,35365,Gorakhpur,Fully furnished,2456965
2075260,4,1.0,47425,Gorakhpur,Semi-furnished,2104758
1780094,4,1.0,77693,Gorakhpur,Unfurnished,1900233
1778050,5,1.0,78790,Gorakhpur,Fully furnished,2195180
2278991,5,1.0,31978,Gorakhpur,Semi-furnished,2165061
1813099,5,1.0,95991,Gorakhpur,Unfurnished,2026425
1716296,6,1.0,96137,Gorakhpur,Fully furnished,2239859
1978211,6,1.0,14709,Gorakhpur,Semi-furnished,1810823
2255959,6,1.0,63740,Gorakhpur,Unfurnished,2177207
1616396,7,1.0,6507,Gorakhpur,Fully furnished,1612159
1771771,7,1.0,54779,Gorakhpur,Semi-furnished,1876091
2001654,7,1.0,45348,Gorakhpur,Unfurnished,1853411
2256973,8,1.0,16548,Gorakhpur,Fully furnished,2174866
2256045,8,1.0,81078,Gorakhpur,Semi-furnished,2411304
2092311,8,1.0,91131,Gorakhpur,Unfurnished,2190635
1932580,9,1.0,60941,Gorakhpur,Fully furnished,2171710
1579292,9,1.0,56613,Gorakhpur,Semi-furnished,1713112
2110259,9,1.0,74784,Gorakhpur,Unfurnished,2096911
2609587,0,1.5,64552,Gorakhpur,Fully furnished,2849982
2582485,0,1.5,21182,Gorakhpur,Semi-furnished,2418080
2543584,0,1.5,34640,Gorakhpur,Unfurnished,2317707
2339145,1,1.5,9521,Gorakhpur,Fully furnished,2293442
2595939,1,1.5,88826,Gorakhpur,Semi-furnished,2824707
2424903,1,1.5,25119,Gorakhpur,Unfurnished,2155636
2216783,2,1.5,39426,Gorakhpur,Fully furnished,2364982
2516257,2,1.5,79303,Gorakhpur,Semi-furnished,2693824
3037984,2,1.5,81631,Gorakhpur,Unfurnished,2975173
2857063,3,1.5,23943,Gorakhpur,Fully furnished,2774308
2900839,3,1.5,57526,Gorakhpur,Semi-furnished,2860827
3046304,3,1.5,43622,Gorakhpur,Unfurnished,2743775
3096943,4,1.5,4851,Gorakhpur,Fully furnished,2841660
2431209,4,1.5,95607,Gorakhpur,Semi-furnished,2703609
3191852,4,1.5,43456,Gorakhpur,Unfurnished,2849218
2990218,5,1.5,65490,Gorakhpur,Fully furnished,3110114
2643923,5,1.5,24804,Gorakhpur,Semi-furnished,2438962
2804439,5,1.5,12791,Gorakhpur,Unfurnished,2345297
2979986,6,1.5,84233,Gorakhpur,Fully furnished,3204387
2818328,6,1.5,8105,Gorakhpur,Semi-furnished,2468292
2608120,6,1.5,43835,Gorakhpur,Unfurnished,2364506
3133897,7,1.5,97012,Gorakhpur,Fully furnished,3394190
3091508,7,1.5,72866,Gorakhpur,Semi-furnished,3065402
3164458,7,1.5,22763,Gorakhpur,Unfurnished,2673144
2861474,8,1.5,39477,Gorakhpur,Fully furnished,2821041
2993449,8,1.5,4213,Gorakhpur,Semi-furnished,2565037
2743576,8,1.5,95661,Gorakhpur,Unfurnished,2763827
2235175,9,1.5,24603,Gorakhpur,Fully furnished,2220758
2922316,9,1.5,48221,Gorakhpur,Semi-furnished,2762179
3073447,9,1.5,87051,Gorakhpur,Unfurnished,2966064
3045608,0,2.0,81879,Gorakhpur,Fully furnished,3327760
3721507,0,2.0,74823,Gorakhpur,Semi-furnished,3676144
3560418,0,2.0,75488,Gorakhpur,Unfurnished,3401262
3049051,1,2.0,81132,Gorakhpur,Fully furnished,3316033
3081451,1,2.0,55146,Gorakhpur,Semi-furnished,3036037
2891446,1,2.0,57350,Gorakhpur,Unfurnished,2747257
2959020,2,2.0,56728,Gorakhpur,Fully furnished,3087584
3348850,2,2.0,69894,Gorakhpur,Semi-furnished,3328444
3125543,2,2.0,36119,Gorakhpur,Unfurnished,2797148
3509927,3,2.0,86837,Gorakhpur,Fully furnished,3698964
3506834,3,2.0,99015,Gorakhpur,Semi-furnished,3619557
3024075,3,2.0,38292,Gorakhpur,Unfurnished,2719012
3044202,4,2.0,69396,Gorakhpur,Fully furnished,3211738
3256978,4,2.0,22367,Gorakhpur,Semi-furnished,2949784
2834613,4,2.0,7410,Gorakhpur,Unfurnished,2372150
2892718,5,2.0,88348,Gorakhpur,Fully furnished,3194262
3689867,5,2.0,43385,Gorakhpur,Semi-furnished,3412204
3335739,5,2.0,8430,Gorakhpur,Unfurnished,2769171
3469797,6,2.0,74165,Gorakhpur,Fully furnished,3560828
3397005,6,2.0,66916,Gorakhpur,Semi-furnished,3309100
2813681,6,2.0,53312,Gorakhpur,Unfurnished,2610817
3516636,7,2.0,86295,Gorakhpur,Fully furnished,3661079
3765863,7,2.0,4570,Gorakhpur,Semi-furnished,3220110
3692957,7,2.0,98143,Gorakhpur,Unfurnished,3573224
2916297,8,2.0,83845,Gorakhpur,Fully furnished,3156108
3108922,8,2.0,77831,Gorakhpur,Semi-furnished,3124124
3681694,8,2.0,53282,Gorakhpur,Unfurnished,3285047
3686413,9,2.0,38446,Gorakhpur,Fully furnished,3489806
3103292,9,2.0,74073,Gorakhpur,Semi-furnished,3087072
2908112,9,2.0,68288,Gorakhpur,Unfurnished,2746218
3908318,0,2.5,8367,Gorakhpur,Fully furnished,3601856
3597584,0,2.5,85628,Gorakhpur,Semi-furnished,3666835
3773754,0,2.5,67907,Gorakhpur,Unfurnished,3551445
3525294,1,2.5,31010,Gorakhpur,Fully furnished,3421295
4071029,1,2.5,2847,Gorakhpur,Semi-furnished,3538905
3876067,1,2.5,55993,Gorakhpur,Unfurnished,3551812
3856959,2,2.5,23077,Gorakhpur,Fully furnished,3629029
3670285,2,2.5,30840,Gorakhpur,Semi-furnished,3376268
3736225,2,2.5,56326,Gorakhpur,Unfurnished,3431936
3831536,3,2.5,11515,Gorakhpur,Fully furnished,3529319
3505051,3,2.5,49551,Gorakhpur,Semi-furnished,3346347
3575647,3,2.5,86093,Gorakhpur,Unfurnished,3472076
3826804,4,2.5,4998,Gorakhpur,Fully furnished,3476431
3553037,4,2.5,29231,Gorakhpur,Semi-furnished,3252816
3969968,4,2.5,82161,Gorakhpur,Unfurnished,3753940
3989697,5,2.5,26899,Gorakhpur,Fully furnished,3728152
3808423,5,2.5,56399,Gorakhpur,Semi-furnished,3610132
3726305,5,2.5,78387,Gorakhpur,Unfurnished,3526366
3426952,6,2.5,64408,Gorakhpur,Fully furnished,3493010
3635807,6,2.5,46170,Gorakhpur,Semi-furnished,3400666
3408751,6,2.5,65233,Gorakhpur,Unfurnished,3183399
4032528,7,2.5,55712,Gorakhpur,Fully furnished,3915294
4024504,7,2.5,61713,Gorakhpur,Semi-furnished,3794881
4399635,7,2.5,12981,Gorakhpur,Unfurnished,3652594
4207823,8,2.5,78545,Gorakhpur,Fully furnished,4182528
4179470,8,2.5,42247,Gorakhpur,Semi-furnished,3792058
3594113,8,2.5,71243,Gorakhpur,Unfurnished,3347748
3968294,9,2.5,85851,Gorakhpur,Fully furnished,4024741
4332725,9,2.5,19696,Gorakhpur,Semi-furnished,3769356
3737746,9,2.5,42907,Gorakhpur,Unfurnished,3282639
4298940,0,3.0,31484,Gorakhpur,Fully furnished,4078056
4711762,0,3.0,63370,Gorakhpur,Semi-furnished,4449630
4889540,0,3.0,42977,Gorakhpur,Unfurnished,4319494
4127759,1,3.0,16633,Gorakhpur,Fully furnished,3842005
4049861,1,3.0,6955,Gorakhpur,Semi-furnished,3571619
4684358,1,3.0,96988,Gorakhpur,Unfurnished,4469414
4350656,2,3.0,59339,Gorakhpur,Fully furnished,4266559
4230699,2,3.0,3268,Gorakhpur,Semi-furnished,3684167
4140939,2,3.0,77808,Gorakhpur,Unfurnished,3909599
4920615,3,3.0,28297,Gorakhpur,Fully furnished,4526274
4310253,3,3.0,69120,Gorakhpur,Semi-furnished,4132922
4636161,3,3.0,61265,Gorakhpur,Unfurnished,4196519
4379150,4,3.0,7347,Gorakhpur,Fully furnished,3957402
4940996,4,3.0,48309,Gorakhpur,Semi-furnished,4502651
4101516,4,3.0,83480,Gorakhpur,Unfurnished,3892093
4508926,5,3.0,39853,Gorakhpur,Fully furnished,4246259
4994407,5,3.0,27812,Gorakhpur,Semi-furnished,4412398
4130841,5,3.0,63203,Gorakhpur,Unfurnished,3783891
4424545,6,3.0,29308,Gorakhpur,Fully furnished,4105484
4324144,6,3.0,26444,Gorakhpur,Semi-furnished,3857979
4316638,6,3.0,14229,Gorakhpur,Unfurnished,3628684
4574203,7,3.0,52816,Gorakhpur,Fully furnished,4356258
4092904,7,3.0,72103,Gorakhpur,Semi-furnished,3936941
4205807,7,3.0,84684,Gorakhpur,Unfurnished,3952750
4861648,8,3.0,15279,Gorakhpur,Fully furnished,4350992
4574979,8,3.0,64660,Gorakhpur,Semi-furnished,4267943
4366097,8,3.0,13773,Gorakhpur,Unfurnished,3645516
4933137,9,3.0,94812,Gorakhpur,Fully furnished,4875382
4620974,9,3.0,94906,Gorakhpur,Semi-furnished,4476215
4804208,9,3.0,57929,Gorakhpur,Unfurnished,4250940
5556910,0,3.5,99080,Gorakhpur,Fully furnished,5515008
5449051,0,3.5,56900,Gorakhpur,Semi-furnished,5025641
5296299,0,3.5,14567,Gorakhpur,Unfurnished,4499441
4792544,1,3.5,27016,Gorakhpur,Fully furnished,4461131
5122022,1,3.5,46152,Gorakhpur,Semi-furnished,4689530
4783229,1,3.5,74960,Gorakhpur,Unfurnished,4441343
5110795,2,3.5,75185,Gorakhpur,Fully furnished,4994746
4997016,2,3.5,51929,Gorakhpur,Semi-furnished,4614187
5053231,2,3.5,38942,Gorakhpur,Unfurnished,4431237
5550618,3,3.5,79833,Gorakhpur,Fully furnished,5364492
5162908,3,3.5,63896,Gorakhpur,Semi-furnished,4808702
4761776,3,3.5,50973,Gorakhpur,Unfurnished,4260259
5568629,4,3.5,4039,Gorakhpur,Fully furnished,4914137
4843336,4,3.5,68424,Gorakhpur,Semi-furnished,4570213
5037426,4,3.5,69489,Gorakhpur,Unfurnished,4581875
5524562,5,3.5,52151,Gorakhpur,Fully furnished,5157556
4974007,5,3.5,53953,Gorakhpur,Semi-furnished,4577924
4814612,5,3.5,31768,Gorakhpur,Unfurnished,4167298
5205193,6,3.5,6587,Gorakhpur,Fully furnished,4618676
5312348,6,3.5,67066,Gorakhpur,Semi-furnished,4917274
5306274,6,3.5,40404,Gorakhpur,Unfurnished,4602443
5323725,7,3.5,2294,Gorakhpur,Fully furnished,4677744
4979751,7,3.5,94394,Gorakhpur,Semi-furnished,4805165
4965657,7,3.5,93147,Gorakhpur,Unfurnished,4636408
5506572,8,3.5,47721,Gorakhpur,Fully furnished,5086584
5448997,8,3.5,35773,Gorakhpur,Semi-furnished,4818836
5272289,8,3.5,36945,Gorakhpur,Unfurnished,4534501
5505957,9,3.5,62731,Gorakhpur,Fully furnished,5166152
4864390,9,3.5,9539,Gorakhpur,Semi-furnished,4183746
4796864,9,3.5,8987,Gorakhpur,Unfurnished,3976413
6146344,0,4.0,81542,Gorakhpur,Fully furnished,5906327
5470122,0,4.0,51533,Gorakhpur,Semi-furnished,5035296
5760701,0,4.0,21438,Gorakhpur,Unfurnished,4937189
5876199,1,4.0,8395,Gorakhpur,Fully furnished,5241329
5866078,1,4.0,46382,Gorakhpur,Semi-furnished,5311154
5924605,1,4.0,4944,Gorakhpur,Unfurnished,4959348
5716896,2,4.0,21988,Gorakhpur,Fully furnished,5185445
5292100,2,4.0,95804,Gorakhpur,Semi-furnished,5138504
6002594,2,4.0,51130,Gorakhpur,Unfurnished,5288855
5792992,3,4.0,82060,Gorakhpur,Fully furnished,5596754
5331089,3,4.0,23490,Gorakhpur,Semi-furnished,4725811
5772063,3,4.0,30993,Gorakhpur,Unfurnished,4973608
5763177,4,4.0,73649,Gorakhpur,Fully furnished,5512436
5790394,4,4.0,84397,Gorakhpur,Semi-furnished,5448697
5721548,4,4.0,61307,Gorakhpur,Unfurnished,5105080
5770570,5,4.0,83522,Gorakhpur,Fully furnished,5567588
6060643,5,4.0,90093,Gorakhpur,Semi-furnished,5689072
5736682,5,4.0,84955,Gorakhpur,Unfurnished,5249076
6029092,6,4.0,47799,Gorakhpur,Fully furnished,5550068
5873430,6,4.0,91795,Gorakhpur,Semi-furnished,5539514
5765406,6,4.0,41842,Gorakhpur,Unfurnished,5003377
5737067,7,4.0,72228,Gorakhpur,Fully furnished,5453022
5308168,7,4.0,26768,Gorakhpur,Semi-furnished,4687142
6146960,7,4.0,36051,Gorakhpur,Unfurnished,5263874
5657199,8,4.0,79824,Gorakhpur,Fully furnished,5424703
5547555,8,4.0,60463,Gorakhpur,Semi-furnished,5070822
5727905,8,4.0,49331,Gorakhpur,Unfurnished,4998310
5671850,9,4.0,97816,Gorakhpur,Fully furnished,5534376
5699431,9,4.0,24389,Gorakhpur,Semi-furnished,4965879
5749133,9,4.0,32546,Gorakhpur,Unfurnished,4904582
6036931,0,4.5,69496,Gorakhpur,Fully furnished,5771521
6484288,0,4.5,49812,Gorakhpur,Semi-furnished,5861302
6260382,0,4.5,71907,Gorakhpur,Unfurnished,5664748
6224433,1,4.5,28535,Gorakhpur,Fully furnished,5665756
6795620,1,4.5,46306,Gorakhpur,Semi-furnished,6079332
6711902,1,4.5,23885,Gorakhpur,Unfurnished,5727832
5809337,2,4.5,42183,Gorakhpur,Fully furnished,5405568
6555411,2,4.5,98035,Gorakhpur,Semi-furnished,6187539
6438720,2,4.5,81443,Gorakhpur,Unfurnished,5844634
6194915,3,4.5,47738,Gorakhpur,Fully furnished,5737360
6695714,3,4.5,22800,Gorakhpur,Semi-furnished,5838371
6068454,3,4.5,7021,Gorakhpur,Unfurnished,5091889
6228951,4,4.5,17740,Gorakhpur,Fully furnished,5574601
5990783,4,4.5,2798,Gorakhpur,Semi-furnished,5144414
6758909,4,4.5,50766,Gorakhpur,Unfurnished,5896723
6502839,5,4.5,67797,Gorakhpur,Fully furnished,6084053
6287859,5,4.5,7458,Gorakhpur,Semi-furnished,5400035
6532744,5,4.5,83292,Gorakhpur,Unfurnished,5900947
6528028,6,4.5,71005,Gorakhpur,Fully furnished,6113452
6112970,6,4.5,82073,Gorakhpur,Semi-furnished,5697814
5914268,6,4.5,67588,Gorakhpur,Unfurnished,5301942
5961451,7,4.5,84178,Gorakhpur,Fully furnished,5729229
6053442,7,4.5,93625,Gorakhpur,Semi-furnished,5709504
6682585,7,4.5,86526,Gorakhpur,Unfurnished,6020224
6039676,8,4.5,25685,Gorakhpur,Fully furnished,5430851
6305301,8,4.5,16065,Gorakhpur,Semi-furnished,5435631
6386543,8,4.5,19873,Gorakhpur,Unfurnished,5373472
5970439,9,4.5,62226,Gorakhpur,Fully furnished,5584707
6750645,9,4.5,96096,Gorakhpur,Semi-furnished,6262092
6704935,9,4.5,38110,Gorakhpur,Unfurnished,5727608
7717170,0,5.0,9409,Gorakhpur,Fully furnished,6780190
7840761,0,5.0,10019,Gorakhpur,Semi-furnished,6732723
7656128,0,5.0,82371,Gorakhpur,Unfurnished,6869128
7568220,1,5.0,74006,Gorakhpur,Fully furnished,7038612
7124979,1,5.0,85826,Gorakhpur,Semi-furnished,6604939
7082265,1,5.0,18257,Gorakhpur,Unfurnished,6015354
6955113,2,5.0,40314,Gorakhpur,Fully furnished,6335974
7051886,2,5.0,1770,Gorakhpur,Semi-furnished,6032129
6992796,2,5.0,80062,Gorakhpur,Unfurnished,6304609
7458464,3,5.0,64983,Gorakhpur,Fully furnished,6876669
7754127,3,5.0,57915,Gorakhpur,Semi-furnished,6920792
7508154,3,5.0,41120,Gorakhpur,Unfurnished,6473243
7320236,4,5.0,33500,Gorakhpur,Fully furnished,6567189
6998338,4,5.0,75095,Gorakhpur,Semi-furnished,6409240
7741674,4,5.0,31815,Gorakhpur,Unfurnished,6594229
7610108,5,5.0,51229,Gorakhpur,Fully furnished,6895460
7411799,5,5.0,94808,Gorakhpur,Semi-furnished,6848287
7022586,5,5.0,27363,Gorakhpur,Unfurnished,5982247
7794205,6,5.0,97271,Gorakhpur,Fully furnished,7308990
7073834,6,5.0,58535,Gorakhpur,Semi-furnished,6350277
7859050,6,5.0,43733,Gorakhpur,Unfurnished,6739638
7436003,7,5.0,26648,Gorakhpur,Fully furnished,6588690
7619449,7,5.0,86718,Gorakhpur,Semi-furnished,6945867
7752728,7,5.0,4590,Gorakhpur,Unfurnished,6409722
7392305,8,5.0,9591,Gorakhpur,Fully furnished,6441390
7004094,8,5.0,87480,Gorakhpur,Semi-furnished,6448155
7136626,8,5.0,48678,Gorakhpur,Unfurnished,6171369
6979274,9,5.0,80561,Gorakhpur,Fully furnished,6526785
7256003,9,5.0,8446,Gorakhpur,Semi-furnished,6165478
7867666,9,5.0,64192,Gorakhpur,Unfurnished,6839285
2200875,0,1.0,1519,Raipur,Fully furnished,2119814
2104989,0,1.0,40908,Raipur,Semi-furnished,2129439
1826198,0,1.0,60832,Raipur,Unfurnished,1875950
2309927,1,1.0,19533,Raipur,Fully furnished,2305140
2463876,1,1.0,94387,Raipur,Semi-furnished,2727423
2327291,1,1.0,9660,Raipur,Unfurnished,1959793
2223174,2,1.0,52289,Raipur,Fully furnished,2422273
2082191,2,1.0,41549,Raipur,Semi-furnished,2095047
1597457,2,1.0,80867,Raipur,Unfurnished,1793168
1716107,3,1.0,49483,Raipur,Fully furnished,1989784
1714617,3,1.0,90400,Raipur,Semi-furnished,2084094
1755204,3,1.0,37518,Raipur,Unfurnished,1649271
1656543,4,1.0,33316,Raipur,Fully furnished,1835130
1890519,4,1.0,50094,Raipur,Semi-furnished,1972979
1843966,4,1.0,18652,Raipur,Unfurnished,1597085
2096341,5,1.0,31844,Raipur,Fully furnished,2168137
1591067,5,1.0,40636,Raipur,Semi-furnished,1666670
2047101,5,1.0,30606,Raipur,Unfurnished,1821317
1613764,6,1.0,8448,Raipur,Fully furnished,1631699
1500570,6,1.0,95965,Raipur,Semi-furnished,1916246
2336264,6,1.0,16752,Raipur,Unfurnished,1959523
2369995,7,1.0,28832,Raipur,Fully furnished,2348988
1958988,7,1.0,51591,Raipur,Semi-furnished,2006736
1722795,7,1.0,94546,Raipur,Unfurnished,1925512
2259237,8,1.0,56959,Raipur,Fully furnished,2419144
2261617,8,1.0,7003,Raipur,Semi-furnished,1971312
1558184,8,1.0,64865,Raipur,Unfurnished,1605737
2190580,9,1.0,32185,Raipur,Fully furnished,2205574
2332108,9,1.0,66493,Raipur,Semi-furnished,2374644
2491081,9,1.0,5141,Raipur,Unfurnished,1983711
3137295,0,1.5,1300,Raipur,Fully furnished,2892636
